,slag,flyash,water,coarseaggregate,fineaggregate,age,csMPa,cement
0,0.0,0.5153846153846153,0.34984025559105425,0.5970930232558138,0.7824887104867033,0.07417582417582418,0.2913915535069142,194.7
1,0.0,0.0,0.49680511182108633,0.7616279069767442,0.474159558454591,0.016483516483516484,0.18948548648311947,325.0
2,0.5912632164718977,0.0,0.2707667731629393,0.14854651162790722,0.7185148018063219,0.005494505494505494,0.284913417216893,318.8
3,0.0528658875904285,0.7230769230769231,0.25718849840255587,0.4098837209302326,0.5193176116407427,0.005494505494505494,0.26547900834682947,359.0
4,0.528658875904285,0.7589743589743589,0.4568690095846646,0.10755813953488369,0.3687907676869042,0.07417582417582418,0.3915535069141647,162.0
5,0.0,0.8512820512820513,0.464856230031949,0.4651162790697674,0.5293527345709987,0.07417582417582418,0.13653918026660022,135.0
6,0.0,0.6061538461538462,0.5862619808306708,0.660174418604651,0.4104365278474662,0.005494505494505494,0.1374112370748723,229.7
7,0.0,0.5066666666666666,0.28993610223642174,0.5430232558139534,0.7400903161063723,0.271978021978022,0.6070761181014078,249.1
8,0.0,0.6066666666666667,0.5886581469648562,0.6639534883720932,0.4129453085800301,0.07417582417582418,0.2759436900460945,230.0
9,0.52031163049527,0.0,0.5527156549520766,0.06686046511627897,0.40893125940792774,0.07417582417582418,0.792076740999128,366.0
10,0.0,0.0,0.560702875399361,0.3261627906976745,0.7558956347215251,0.07417582417582418,0.2895228603463312,289.0
11,0.0528658875904285,0.49743589743589745,0.18530351437699677,0.4825581395348837,0.6949322629202206,0.07417582417582418,0.519496698642083,355.0
12,0.1171396772398442,0.8400000000000001,0.0,0.7491279069767445,0.46688409433015554,0.15109890109890112,0.3802167684066277,168.0
13,0.0,0.9487179487179487,0.3610223642172523,0.7936046511627906,0.2107375815353738,0.07417582417582418,0.13865703251526101,151.0
14,0.0,0.0,0.560702875399361,0.49127906976744207,0.6422478675363774,0.9862637362637363,0.44574560857107265,310.0
15,0.0,0.0,0.19329073482428116,0.2761627906976747,0.7576517812343202,0.07417582417582418,0.9051949669864209,522.0
16,0.5258764607679466,0.0,0.34424920127795544,0.417732558139535,0.4059207225288508,0.24725274725274726,0.9588887504671734,362.6
17,0.0,0.9338461538461538,0.47603833865814704,0.11017441860465116,0.7282990466633217,0.07417582417582418,0.16444499813130684,148.1
18,0.35754034501947696,0.6774358974358974,0.42571884984025554,0.5953488372093023,0.38283993978926256,0.07417582417582418,0.5488974710352561,165.0
19,0.0,0.5738461538461539,0.5,0.5552325581395348,0.556698444555946,0.07417582417582418,0.1227108508782858,151.6
20,0.030606566499721762,0.7230769230769231,0.6725239616613419,0.4098837209302326,0.5193176116407427,0.005494505494505494,0.09368381711722935,202.0
21,0.0,0.8933333333333333,0.2619808306709266,0.7305232558139534,0.4553437029603613,0.03571428571428572,0.39080602964993155,213.5
22,0.030606566499721762,0.7230769230769231,0.6725239616613419,0.4098837209302326,0.5193176116407427,0.15109890109890112,0.2606204061293136,202.0
23,0.2643294379521425,0.0,0.8482428115015974,0.3808139534883721,0.0,0.07417582417582418,0.4250654042606205,380.0
24,0.5258764607679466,0.0,0.34424920127795544,0.417732558139535,0.4059207225288508,0.15109890109890112,0.9339728416593995,362.6
25,0.4034501947690596,0.5794871794871795,0.4528753993610224,0.5840116279069769,0.23758153537380844,0.07417582417582418,0.2893982808022923,153.1
26,0.0,0.5774358974358974,0.38418530351437696,0.3613372093023255,0.4739086803813346,0.07417582417582418,0.4501058926124331,313.8
27,0.0,0.6415384615384615,0.17172523961661357,0.8308139534883718,0.5190667335674861,0.005494505494505494,0.26398405381836304,246.8
28,0.0,0.0,0.560702875399361,0.25813953488372077,0.8805820371299549,0.24450549450549453,0.2433038495079108,255.0
29,0.25987757373400117,0.8200000000000001,0.40335463258785964,0.5994186046511629,0.38283993978926256,0.07417582417582418,0.44200822224990666,173.8
30,0.0,0.0,0.5047923322683707,0.9011627906976742,0.4766683391871551,0.07417582417582418,0.21627008845147627,252.0
31,0.659432387312187,0.0,0.41693290734824284,0.7790697674418605,0.20321123933768193,0.07417582417582418,0.4372741995764296,150.0
32,0.0,0.6364102564102564,0.2931309904153354,0.8072674418604655,0.5040140491721024,0.03571428571428572,0.2955026784601969,218.9
33,0.0,0.0,0.6006389776357828,0.48546511627906996,0.46914199698946324,1.0,0.45546281300610447,339.0
34,0.37924318308291605,0.5446153846153846,0.4496805111821085,0.4084302325581395,0.4523331660812844,0.07417582417582418,0.29674847390058556,143.8
35,0.0,0.0,0.5103833865814695,0.9029069767441857,0.47742097340692413,0.016483516483516484,0.11399028279556499,252.5
36,0.6399554813578187,0.0,0.6405750798722045,0.07558139534883734,0.6974410436527847,0.07417582417582418,0.3828329388314439,146.0
37,0.44184752365052876,0.0,0.5103833865814695,0.6965116279069767,0.35198193677872536,0.016483516483516484,0.16643827083592874,238.2
38,0.0,0.0,0.40894568690095845,0.941860465116279,0.04766683391871562,0.07417582417582418,0.8095178771645697,540.0
39,0.2559821925431275,0.3641025641025641,1.0,0.1511627906976747,0.25338685398896144,0.07417582417582418,0.327644200822225,237.0
40,0.0,0.0,0.560702875399361,0.3261627906976745,0.7558956347215251,0.24450549450549453,0.3704995639715959,289.0
41,0.6956037840845855,0.0,0.3690095846645367,0.7209302325581395,0.23582538886101356,0.07417582417582418,0.46243926747228115,160.0
42,0.1171396772398442,0.8400000000000001,0.0,0.7491279069767445,0.46688409433015554,0.271978021978022,0.45969851750342594,168.0
43,0.1391207568169171,0.0,0.6246006389776357,0.9401162790697679,0.048168590065228445,0.07417582417582418,0.461567210664009,450.1
44,0.0,0.0,0.6485623003194889,0.5029069767441863,0.45408931259407925,0.07417582417582418,0.3115734396412109,350.0
45,0.0,0.6066666666666667,0.5886581469648562,0.6639534883720932,0.4129453085800301,0.15109890109890112,0.36389684813753587,230.0
46,0.0,0.0,0.15974440894568698,0.14854651162790722,0.751881585549423,0.005494505494505494,0.48548648311947185,531.3
47,0.0,0.0,0.15974440894568698,0.14854651162790722,0.751881585549423,0.15109890109890112,0.7035006851874922,531.3
48,0.0,0.49333333333333335,0.36980830670926523,0.465697674418605,0.6798795785248368,0.15109890109890112,0.5325775507661642,290.4
49,0.36143572621035064,0.6594871794871795,0.42891373801916943,0.5968023255813955,0.38283993978926256,0.15109890109890112,0.6152983680079731,167.4
50,0.1519198664440735,0.6348717948717949,0.15175718849840258,0.7985465116279071,0.49849473156046176,0.07417582417582418,0.6625140151987045,218.2
51,0.0,0.0,0.7683706070287539,0.10872093023255802,0.3153537380832916,0.07417582417582418,0.26809517877164574,436.0
52,0.0528658875904285,0.7230769230769231,0.25718849840255587,0.4098837209302326,0.5193176116407427,0.15109890109890112,0.8274573315061667,359.0
53,0.0,0.0,0.8482428115015974,0.3808139534883721,0.19066733567486205,0.4917582417582418,0.6324903450853371,380.0
54,0.3931552587646078,0.0,0.6525559105431309,0.5011627906976743,0.39136979427997987,0.016483516483516484,0.15821602092936338,212.0
55,0.5589872008903729,0.0,0.1829073482428114,0.5918604651162793,0.5260913196186656,0.07417582417582418,0.8143764793820856,286.3
56,0.0,0.0,0.5103833865814695,0.9238372093023255,0.489964877069744,0.07417582417582418,0.18998380465927492,238.1
57,0.0,0.4902564102564102,0.39696485623003186,0.4479651162790699,0.6653286502759659,0.07417582417582418,0.46854366513018564,295.7
